Average_EAR,Drowsiness
0.37565689683131154,0
0.3427733809322221,0
0.12458426248700472,0
0.3451289640079971,0
0.36106197202648405,0
0.3577530991583533,0
0.3499656581173131,0
0.3626072200284798,0
0.3527208219439203,0
0.34251677250774537,0
0.34746697092499845,0
0.3706921940567345,0
0.3681495342945432,0
0.3613837421635897,0
0.3523377417165169,0
0.3505947076317124,0
0.33632774371057905,0
0.33989631592629066,0
0.34604759247616773,0
0.34077040521659635,0
0.3362383853701133,0
0.3394107744675286,0
0.3445857181049813,0
0.3534477672945966,0
0.34968063669018745,0
0.3513780891245431,0
0.34823195228014,0
0.349453167141401,0
0.34029749226712497,0
0.33339537612712444,0
0.3317748699506281,0
0.3458671219217911,0
0.334837548585751,0
0.3401348954003057,0
0.34487022429724234,0
0.34043324647307827,0
0.3421667110182146,0
0.3392426392433378,0
0.3398814620760691,0
0.34927850642068853,0
0.33944682979044394,0
0.3575864669985513,0
0.3465468006241227,0
0.342485602550722,0
0.35530706547345203,0
0.3610735447670557,0
0.3570647974171155,0
0.34481131543539,0
0.33687317817032936,0
0.34378784207279217,0
0.33618575231555736,0
0.3478895686533141,0
0.3514583416649797,0
0.34264867122014886,0
0.3199826462975486,0
0.31729581170545085,0
0.30510095203155985,0
0.29604223758851944,0
0.3446710346471179,0
0.3583464465806204,0
0.36326781334252595,0
0.3583331228878137,0
0.2580249761490182,0
0.35501780650111914,0
0.2923428365195817,0
0.1330307562681599,0
0.33300320615052653,0
0.3522421222352501,0
0.3548125411167519,0
0.3511284524341638,0
0.36319979018674037,0
0.3652063958142553,0
0.36661753820349274,0
0.3508683953054506,0
0.3580181647038413,0
0.31057302384891255,0
0.32911750301859666,0
0.340534120410423,0
0.3354442671550163,0
0.3578284920419954,0
0.34932566703882795,0
0.3486791252614656,0
0.33787513972748145,0
0.35305930933923146,0
0.3522146996583163,0
0.3484803674585003,0
0.35509842617396314,0
0.3499707588831894,0
0.34875975919426394,0
0.35232347410955,0
0.34275496999472244,0
0.3447612900347229,0
0.3483658500550846,0
0.3500560713198453,0
0.3765896641162433,0
0.377149554858754,0
0.36572891045603106,0
0.40525716568690606,0
0.38393298283746924,0
0.3902337615651299,0
0.3980784013907809,0
0.3839919889740475,0
0.38764240144836226,0
0.3886340431425208,0
0.4048946781334515,0
0.3806389271190703,0
0.3556655658465844,0
0.3837831517881959,0
0.3677531859308204,0
0.3857271968847866,0
0.37629760478471064,0
0.36728494830610525,0
0.3691475347681375,0
0.38031725439488,0
0.369600853893981,0
0.37071470762320957,0
0.3799060081583039,0
0.3606240039355636,0
0.3702379470586832,0
0.36098822812717984,0
0.37024365114480906,0
0.3653146011760119,0
0.3660794626713809,0
0.38086581557550325,0
0.3722937159108146,0
0.3758124566802612,0
0.3688348290379211,0
0.3726136551514042,0
0.32711205999151033,0
0.1439755806314924,0
0.36081311340071165,0
0.37014131297298214,0
0.3806063034035849,0
0.3784509110163088,0
0.39465789791683237,0
0.3851293602106527,0
0.38224817078864237,0
0.3660798021601196,0
0.37952917702665356,0
0.3643931435636581,0
0.383010398187302,0
0.3698371947044512,0
0.33598696881303014,0
0.3762187854659683,0
0.36475363046672554,0
0.36899853430668905,0
0.38173111436373086,0
0.37003951666315926,0
0.29791049625028493,0
0.3581731794510078,0
0.378666931785763,0
0.36640598069692776,0
0.3471827461174323,0
0.3896178334373124,0
0.3829789332440454,0
0.39076646640933765,0
0.4008739570306318,0
0.3965974623277997,0
0.33838685044725964,0
0.37362764462950404,0
0.376245370266838,0
0.38390560026568377,0
0.36195731399971837,0
0.3782454203620557,0
0.385021882520254,0
0.3774070335323585,0
0.3727280785431777,0
0.36144990941915806,0
0.3711844416551155,0
0.3746016099873728,0
0.33555097932534383,0
0.37390211445521876,0
0.3351896084796151,0
0.35570735405447473,0
0.3743564509299037,0
0.3434572392332816,0
0.3588552119341686,0
0.36081800348824344,0
0.3543688606687613,0
0.36140722639071876,0
0.35897739999641043,0
0.37171708054806085,0
0.39632963820389483,0
0.39260665828930635,0
0.3899210504416672,0
0.3400823298120565,0
0.38392454107983176,0
0.3644890038214803,0
0.3787682681592378,0
0.3571439031840905,0
0.3399169009502301,0
0.36744657992979224,0
0.35839502999836903,0
0.3684781918027795,0
0.3491081520073685,0
0.3721748893181306,0
0.3606457757524015,0
0.36570548592441443,0
0.37044957593303207,0
0.34925669458324815,0
0.3758175780099608,0
0.36881378271737825,0
0.3695323683016255,0
0.366923720431615,0
0.3758880573571028,0
0.37004225637460053,0
0.3628632208180016,0
0.3779345768601141,0
0.32020861894484576,0
0.362629213193175,0
0.3532419190968658,0
0.30035867814494477,0
0.2929069333822519,0
0.3399538722804944,0
0.3528848437624843,0
0.3511330576606771,0
0.36521222211432913,0
0.31090443367258097,0
0.36228781471896987,0
0.35516655135697384,0
0.37701357289886606,0
0.37280719229074677,0
0.35085061563813974,0
0.3392932401223653,0
0.3333052044417744,0
0.3448749815243584,0
0.3440660748613349,0
0.3575212008333581,0
0.3523782395257554,0
0.3548884506451039,0
0.3342114043588114,0
0.3427317736640341,0
0.33233459433888524,0
0.3441698047493215,0
0.35367495787062275,0
0.3367740674572186,0
0.3439321274973276,0
0.33144291033792783,0
0.32320635894784655,0
0.3238313945679112,0
0.34810902280003314,0
0.35320708908084963,0
0.3521786480588584,0
0.3524353806319446,0
0.34153700716553437,0
0.3561788646570371,0
0.35611094927599474,0
0.3457114757609495,0
0.12824867074725235,0
0.34303840155836085,0
0.35858674333978924,0
0.3448069819960936,0
0.34927040771510165,0
0.370341083023091,0
0.3408783266274197,0
0.36562774211838145,0
0.3451124223745935,0
0.35353093380482814,0
0.34767427808452794,0
0.355518848349292,0
0.35588868067940593,0
0.35078455258815455,0
0.34220407491721594,0
0.32480883264432536,0
0.3271538325523028,0
0.31894002749273986,0
0.33940079401118356,0
0.3436280577625212,0
0.4034097888689,0
0.368469968199163,0
0.399567644500403,0
0.376747453146735,0
0.406908316070996,0
0.400085857954011,0
0.386403759917275,0
0.368557846910955,0
0.38317719829111,0
0.380097297594719,0
0.382203879664203,0
0.361558110986021,0
0.19817715391788,0
0.354110356217898,0
0.362264047643293,0
0.368457024253159,0
0.360645440402695,0
0.386645947133179,0
0.380450529310271,0
0.368756042388301,0
0.382978105884334,0
0.374612460344536,0
0.370596586175398,0
0.394974735015753,0
0.398470685535596,0
0.384338735716227,0
0.389167906052848,0
0.374634833814751,0
0.387631445004918,0
0.398584945736662,0
0.38144632005431,0
0.397697867888986,0
0.392364826734493,0
0.380208772139061,0
0.399479364438583,0
0.373904356202705,0
0.369239757281357,0
0.36738782555189,0
0.340185236135163,0
0.342154896751743,0
0.326818026415309,0
0.321582620096097,0
0.316152995832005,0
0.331174168281901,0
0.338809231465367,0
0.334798592831896,0
0.346224311007994,0
0.339984488111028,0
0.372710632906657,0
0.385184662259305,0
0.364047117400524,0
0.364077630516082,0
0.383164803638924,0
0.379755578189021,0
0.384068973597407,0
0.361160189735975,0
0.396000660424407,0
0.393026333407461,0
0.37914507954066,0
0.379782772471392,0
0.3640052687471,0
0.38606762652261,0
0.376415548302105,0
0.315934634225477,0
0.339604076911356,0
0.36962423609122,0
0.395274375815377,0
0.359655798873229,0
0.263653563443803,0
0.29404879553,0
0.350053443907637,0
0.251553668438937,0
0.306174544887696,0
0.36814468139034,0
0.380479274834444,0
0.378293510005732,0
0.376747570198563,0
0.181729089265657,0
0.297442659495003,0
0.321214775857283,0
0.306435262817067,0
0.308720348424506,0
0.125285193111077,0
0.330557489010941,0
0.347557754007269,0
0.134906531067038,0
0.301687349156488,0
0.323450890305221,0
0.367468216466992,0
0.36056654899891,0
0.367411808173576,0
0.116015105529807,0
0.289989662748712,0
0.174895662468376,0
0.147208774495787,0
0.315884638616697,0
0.348269293032933,0
0.336957898256204,0
0.329490556648046,0
0.327679032678461,0
0.366876315038858,0
0.365473856243023,0
0.327510505336488,0
0.305629603842923,0
0.29980805480133,0
0.280575316673457,0
0.303114893959877,0
0.280068465772755,0
0.279489196742641,0
0.291870319715885,0
0.28711861637734,0
0.287212727828667,0
0.359804800108147,0
0.375437080278693,0
0.380968163609136,0
0.351459223725653,0
0.156677616216294,0
0.311210372384792,0
0.359443434636174,0
0.374599687779199,0
0.367887087354081,0
0.364597197581235,0
0.365529000503013,0
0.376322655924665,0
0.17038610989139,0
0.331173714439031,0
0.347103008579495,0
0.366278046644699,0
0.323857660304216,0
0.331731830703902,0
0.348698373278551,0
0.365097298925638,0
0.36274626449611,0
0.346322151379105,0
0.335122992338854,0
0.332369480862296,0
0.348677322688925,0
0.319858477878934,0
0.300462637519943,0
0.298089015532962,0
0.265556081819546,0
0.278212750679807,0
0.243011650338274,0
0.27369001052919,0
0.286085773693429,0
0.262925471286725,0
0.273376399939749,0
0.296174509711464,0
0.278560496151386,0
0.304041840817879,0
0.294055669846711,0
0.306718104499472,0
0.319938794094405,0
0.3013315047616,0
0.313150403309765,0
0.304832211826496,0
0.313202292369041,0
0.308159635970797,0
0.323665160201955,0
0.302357898049542,0
0.320470987333074,0
0.334913416098982,0
0.299990907344993,0
0.212136698230984,0
0.17886152261346,0
0.199294681649417,0
0.21948674774842,0
0.217075003086724,0
0.195170478730032,0
0.199598997199734,0
0.163528325482867,0
0.207251467546205,0
0.235386003726693,0
0.238078620600653,0
0.22379998382629,0
0.245098969754188,0
0.237257231736675,0
0.200014782761905,0
0.204345362331877,0
0.209284339336181,0
0.226533909362472,0
0.158486235234817,0
0.146611974725057,0
0.149238419694787,0
0.167379258654448,0
0.13746310909478,0
0.150922659198685,0
0.136090724465151,0
0.205764880464916,0
0.113969859072931,0
0.236673868577896,0
0.223515871824085,0
0.171845593692309,0
0.158450626091093,0
0.187828498636603,0
0.182494540989778,0
0.19739902774915,0
0.160914195075859,0
0.0981466483012409,0
0.210017744133968,0
0.248429789474078,0
0.2489525141051,0
0.248121653665761,0
0.265243810737283,0
0.250280700420004,0
0.25450499532294,0
0.250499285919105,0
0.246470571211215,0
0.263310485389914,0
0.3147036041933451,0
0.3240174033805817,0
0.3489785758803737,0
0.3356336538746907,0
0.2641188161591964,0
0.23461980773527474,0
0.22925921473240402,0
0.2895909739065512,0
0.32325515480032985,0
0.3237239054377705,0
0.3360088980733502,0
0.29560093380239194,0
0.30662119628046614,0
0.2873289142065171,0
0.28402428783313755,0
0.3029936194171818,0
0.2924351234388107,0
0.30893913079618895,0
0.3075552864498724,0
0.2989068870231729,0
0.29816207888138646,0
0.28303041213396896,0
0.30435178667135687,0
0.3228533586100256,0
0.27559262698040154,0
0.29701721343314147,0
0.2704728249386278,0
0.3038642162885338,0
0.28441501632926786,0
0.29905417042218563,0
0.298349138703367,0
0.2953340970000585,0
0.29068701892345816,0
0.2611223503537661,0
0.2762464922081049,0
0.2720841372194227,0
0.2662705098925769,0
0.23372540545433357,0
0.21957434924344826,0
0.24535685910574218,0
0.24338362513925635,0
0.329413010692329,0
0.3032878744186168,0
0.31255074027522967,0
0.3358684930776292,0
0.3286510607700524,0
0.3123022281560409,0
0.30372310912637546,0
0.30765607830805075,0
0.29875917661521656,0
0.3044459929416027,0
0.2984084532919178,0
0.2954275695196762,0
0.288700465609521,0
0.2755283802332121,0
0.30015014269530904,0
0.33395953779445453,0
0.323122825225161,0
0.31873778462245483,0
0.3076558512067028,0
0.3160290263940001,0
0.2793573709423135,0
0.29152619428063287,0
0.2919766568763769,0
0.30541462452246243,0
0.3370594814970769,0
0.2736090839898312,0
0.29706111420229847,0
0.29568492872537167,0
0.2771524272073049,0
0.2940821503721243,0
0.28790230135944683,0
0.3173378336395323,0
0.2972015218825964,0
0.30233623424288186,0
0.30115580182757057,0
0.2985770022979661,0
0.3027951945427375,0
0.31559977846070053,0
0.27411152058522437,0
0.33326234786043196,0
0.2784418077716177,0
0.29277756038498803,0
0.2973027482976691,0
0.2810274012995023,0
0.3352714391880068,0
0.3372736051420633,0
0.33167901612288114,0
0.3136233037073073,0
0.31163248240544283,0
0.30890510492220635,0
0.29416868010204433,0
0.3066773240205596,0
0.29562906021372237,0
0.3179743846166858,0
0.3420858012345076,0
0.31807363374490616,0
0.274940162670651,0
0.29015822311313255,0
0.27571915029365013,0
0.2466133497385109,0
0.2084280799378198,0
0.20700789801506364,0
0.19896706155974092,0
0.2174228879678446,0
0.2645752860057978,0
0.2746050926531203,0
0.34588311321654264,0
0.31785958715019913,0
0.3184626936498075,0
0.3117895766978214,0
0.30293408569288927,0
0.25617193789274006,0
0.24877897477358438,0
0.2690478481580661,0
0.2848150780003096,0
0.3039352469072818,0
0.2847169637293041,0
0.30204693605043875,0
0.28725846190529325,0
0.30386548732004504,0
0.2927382861777154,0
0.31110741431680017,0
0.2904733273197998,0
0.29233226857692673,0
0.28549708567360693,0
0.2682287704827564,0
0.26154322143564424,0
0.2638460651660892,0
0.26825872305663034,0
0.24175496762089593,0
0.22597204952479788,0
0.25372734156652715,0
0.283815628632404,0
0.3106026783152649,0
0.3218049602014944,0
0.2990313568452435,0
0.313866010475909,0
0.3058102222596606,0
0.30051361773921775,0
0.31665327775346463,0
0.3088885347610576,0
0.2986481606527197,0
0.2995216482682526,0
0.27658365468936724,0
0.3175042261412583,0
0.3255344210811372,0
0.2897980926625214,0
0.3048342524561789,0
0.28808572172764896,0
0.2937751229747251,0
0.2906170124620957,0
0.30846502058566033,0
0.3115200944127761,0
0.30264067691956476,0
0.3160727333961619,0
0.2984992226589852,0
0.2853688253091901,0
0.29749958873181803,0
0.293500366310798,0
0.2996762836213117,0
0.3137618040762888,0
0.3034160535602578,0
0.2934842995628988,0
0.3066442000079004,0
0.29257112022538667,0
0.32945267327042815,0
0.31971765435747235,0
0.306986598368883,0
0.2850490565991575,0
0.28499415981653453,0
0.2942615854637572,0
0.28494196980911574,0
0.28226455568759085,0
0.276391579763563,0
0.2718097219525235,0
0.28493005262384485,0
0.28760269681573325,0
0.27996481119282857,0
0.27437351823958167,0
0.28979226461060814,0
0.2883046232253155,0
0.28817862599096133,0
0.2876765696822191,0
0.30795396712405065,0
0.30417369094924096,0
0.29682546802643134,0
0.30042684172747375,0
0.2930808644815046,0
0.27929779543048583,0
0.29180302243822875,0
0.25697396414066787,0
0.2667017551994567,0
0.26119346585292247,0
0.29384320142744347,0
0.3106519051591128,0
0.3307814742669889,0
0.29117418971811915,0
0.30409822634981537,0
0.359213469407493,0
0.3668041219576174,0
0.37104267506736704,0
0.36931809043856356,0
0.37190243136047685,0
0.3684327434002233,0
0.34926604450584753,0
0.37366826634505035,0
0.3979822327891674,0
0.4138540853385133,0
0.4200873505238363,0
0.40372203348659375,0
0.39412497548406905,0
0.39503368365764124,0
0.37745216071048504,0
0.3915994758703055,0
0.4036160149474022,0
0.39034841762177663,0
0.37791305799046226,0
0.3756256729502435,0
0.38622775181677904,0
0.3839095514599445,0
0.39267454231422544,0
0.39536732054791723,0
0.3904663032729797,0
0.36358591826026776,0
0.2739504997439052,0
0.3156420280395503,0
0.32729682194832577,0
0.3495178804412935,0
0.34117719330422475,0
0.3754747153338723,0
0.3863807841563106,0
0.3782474334244752,0
0.378419556495317,0
0.3673375042793845,0
0.3692762102993634,0
0.35215260726422104,0
0.3637587972373301,0
0.34704829734965903,0
0.3516715310374491,0
0.35384790458466353,0
0.34431858557383,0
0.35748278508637976,0
0.36250043338625404,0
0.3559456485385237,0
0.3413225205460847,0
0.34166680173852226,0
0.3499859298188012,0
0.3586593075030011,0
0.37443566177639964,0
0.3715852985990943,0
0.3567662390437196,0
0.3430141748782825,0
0.35077425684679464,0
0.35100259766703323,0
0.34793799535647313,0
0.3529737814838717,0
0.3537673506648833,0
0.36161803807304677,0
0.355556719418909,0
0.3607123575165997,0
0.36914702397532917,0
0.3674953817847507,0
0.3607958745281473,0
0.3517108331512717,0
0.35771428750504547,0
0.3484534557874305,0
0.34539284572468687,0
0.3513773566778377,0
0.3557484923805989,0
0.36623555046257855,0
0.35451769885357753,0
0.35184005857288714,0
0.34735953975122996,0
0.38719719191433755,0
0.3488627098738605,0
0.3574958093146222,0
0.34674409819430946,0
0.33522960747135394,0
0.3382364251346529,0
0.3697481237065337,0
0.3726812987637364,0
0.37137674398590387,0
0.3935700858395593,0
0.37133928848018677,0
0.3534320812862115,0
0.37027226123740403,0
0.37244921214972865,0
0.383100020097977,0
0.38297718948286774,0
0.38004646492174593,0
0.3692244495271449,0
0.3470098038155444,0
0.3270523210119658,0
0.2842170173694873,0
0.3556854320428631,0
0.35097137660516076,0
0.37179669099037327,0
0.37783375990328427,0
0.3594459945799362,0
0.3639122286937161,0
0.3627786081071513,0
0.3611990631395371,0
0.34378777881159367,0
0.3247712025960146,0
0.2888321664639363,0
0.31723542406797833,0
0.3699071309909069,0
0.3501969026030931,0
0.32371913112064127,0
0.32024231491381205,0
0.3191714569768555,0
0.30482274850119706,0
0.31032432857184544,0
0.3143309874150963,0
0.33077781877002516,0
0.372093712522055,0
0.32969040552170575,0
0.3371745838314574,0
0.36049818339766226,0
0.36794120989490725,0
0.3789150680972542,0
0.38165000943369753,0
0.37486419832320306,0
0.3840519930887486,0
0.3704389239238439,0
0.3492839436075844,0
0.3629763209388217,0
0.3496434725833544,0
0.3466594406648106,0
0.3237807145093099,0
0.36778517999013766,0
0.36617922074268044,0
0.3718950153719699,0
0.37381288877101804,0
0.36304891196191014,0
0.3545459850178653,0
0.34839879471111135,0
0.35831592315185357,0
0.35370803636616427,0
0.3430182733959215,0
0.3447491052527074,0
0.3616970524500556,0
0.33776487654336257,0
0.34220652640640215,0
0.348871378387121,0
0.3480635132705251,0
0.3470204944458515,0
0.3439592638360005,0
0.3386991848760931,0
0.3512559852335976,0
0.352478968378813,0
0.335972885347065,0
0.3123460938938522,0
0.2972541570108288,0
0.3341684706599892,0
0.3139639321270318,0
0.33032550244665654,0
0.2786095175024028,0
0.27158657475582737,0
0.2888751951650878,0
0.2843301359609076,0
0.28991707767284897,0
0.28275721110587493,0
0.2902720482016242,0
0.35631200232000865,0
0.3529184248702397,0
0.365773823242846,0
0.3492257862255007,0
0.3760448399463642,0
0.3731080390251027,0
0.37305251047564597,0
0.3725126183129085,0
0.3880171861353299,0
0.3624366815952341,0
0.3695669729685777,0
0.36184743365977534,0
0.34581773681831496,0
0.32848946247266064,0
0.2850870521936565,0
0.34366488121663863,0
0.2790148705070067,0
0.28115283083673626,0
0.32319375478948864,0
0.36153240043302604,0
0.38868535372176016,0
0.37798851820771195,0
0.37839818753437066,0
0.3480417192132582,0
0.3727528361299679,0
0.3625740725815406,0
0.3488523724805163,0
0.3348736847603321,0
0.3106952134974674,0
0.3844556841881379,0
0.380428160202352,0
0.37283742033557593,0
0.36546377379813955,0
0.36539956848435506,0
0.3632032473779895,0
0.3545596304299999,0
0.35481584736743077,0
0.35818042668660044,0
0.34409613204150585,0
0.34091910659403646,0
0.3493543275961398,0
0.3655104901953123,0
0.3691133468383705,0
0.3583909115765168,0
0.35685112326983215,0
0.3551671267031995,0
0.35575170540876244,0
0.34963664100409214,0
0.36596489723983194,0
0.3622169943354644,0
0.36340680285750004,0
0.36427128266561526,0
0.3603572847084968,0
0.3607399541716685,0
0.37805091047051487,0
0.3882635615961797,0
0.37366981819844003,0
0.3749094979666347,0
0.3606206501416924,0
0.36879715824767434,0
0.37665267204009445,0
0.3556361704845187,0
0.3680814282469157,0
0.3656729102038293,0
0.3671973316813803,0
0.35739719458555474,0
0.363470506859868,0
0.3616599355562723,0
0.37037248198781714,0
0.38551109228876645,0
0.37189972326834914,0
0.37261334936166224,0
0.3726513804329963,0
0.3679372986768071,0
0.38911018060225155,0
0.38559195470586494,0
0.3830662516175014,0
0.37387961705144696,0
0.3562651623584562,0
0.3483236649663678,0
0.3463962141118555,0
0.33040819539912614,0
0.3452076559333632,0
0.34722256365838444,0
0.3555330211516259,0
0.34709267821337975,0
0.35230177247005745,0
0.34081902918217843,0
0.3483833415674895,0
0.3470359761750084,0
0.34859879952577244,0
0.34648305502566834,0
0.3451274831988903,0
0.34297609563485143,0
0.3478581816470832,0
0.3427937253375235,0
0.3441817735189075,0
0.3446959578030164,0
0.3469249030767636,0
0.3566125899301645,0
0.3521974519652098,0
0.35114347786015254,0
0.3419743133301977,0
0.34700158150886995,0
0.3514244119578811,0
0.3538340919262535,0
0.3645755881313604,0
0.34687183666693056,0
0.3336156969760648,0
0.31886073708985585,0
0.32605011557154184,0
0.331285818388495,0
0.3108448922961089,0
0.3166075176868612,0
0.2962483940261263,0
0.3090851459184172,0
0.3026185254690139,0
0.3026834826976815,0
0.3045875338389597,0
0.2981524787698482,0
0.3045266393430368,0
0.3066288545109644,0
0.3072867321187787,0
0.3424900097374212,0
0.38696735086027545,0
0.36552541130286065,0
0.37251781123774874,0
0.4013464196778949,0
0.4065561629079232,0
0.40539988916142855,0
0.3641492041560387,0
0.37479053511825433,0
0.3715221396044959,0
0.38907839994394683,0
0.3816848535243948,0
0.37496151444955317,0
0.39565239226125043,0
0.40253273017438873,0
0.375263980763088,0
0.3890953199220111,0
0.3836044526014729,0
0.3618141004025976,0
0.36538460177079324,0
0.36422215815790093,0
0.3746240122767005,0
0.40634397600508665,0
0.3969114805672405,0
0.4051165864504067,0
0.3976448301701466,0
0.3965287449286678,0
0.3929981047942281,0
0.3802739303861412,0
0.38430567272433547,0
0.38361364023922095,0
0.37241377656810093,0
0.3988266542569413,0
0.3965729295174189,0
0.39868269116119137,0
0.4081188862955468,0
0.4013863859700173,0
0.39571018277235437,0
0.39939987459538556,0
0.4022791387906547,0
0.3869604582536389,0
0.39903398690047676,0
0.3995722547042251,0
0.397891218462738,0
0.40761256878301744,0
0.41142706850904265,0
0.4071161604230981,0
0.4081989868223226,0
0.41039617886884666,0
0.4222767637348166,0
0.4057895430792295,0
0.41429788795969913,0
0.40659108992483295,0
0.3993619184947058,0
0.3553793965328753,0
0.3517818325737347,0
0.3323205415634104,0
0.37502307972093696,0
0.3749406214530694,0
0.36791069949517946,0
0.3540566275194439,0
0.35614898006115636,0
0.3460930067090176,0
0.3353496909164839,0
0.3344920866765586,0
0.33983639630190954,0
0.32609924432246673,0
0.3270912795898442,0
0.3313314060575871,0
0.33121210218941843,0
0.31633893415221176,0
0.3009056771221431,0
0.32055539227513097,0
0.3250212285423353,0
0.33224939316429203,0
0.3416632339490406,0
0.3603202099252425,0
0.3654089811860276,0
0.34670328961396246,0
0.3404519936148076,0
0.34895301602393897,0
0.3665111872822653,0
0.3954155119102718,0
0.37701881422108885,0
0.3661724721335482,0
0.37086753528222244,0
0.3332360226873333,0
0.2934299598805632,0
0.26660103866920215,0
0.27459444444327064,0
0.28169085315700104,0
0.27657315338838456,0
0.28805050769008145,0
0.2730166924996849,0
0.3609635807454268,0
0.4012078067417283,0
0.4003612472539357,0
0.402088766255133,0
0.38347794774807076,0
0.3910342025347677,0
0.3866750653220033,0
0.37928041572329363,0
0.363779343593404,0
0.3325573679514995,0
0.3445865552587971,0
0.32910270805947806,0
0.3261379125749464,0
0.33574659850663646,0
0.32163353783498444,0
0.32500808345356436,0
0.3226090239043211,0
0.3214076133493051,0
0.3119370523758176,0
0.32290465147999114,0
0.37226058921652405,0
0.3754003545311674,0
0.37095213191056076,0
0.3650363366562892,0
0.36627092366985536,0
0.3507109723274825,0
0.3461484383878834,0
0.3535410235805328,0
0.3482784717606149,0
0.3354130326117032,0
0.3439949576897921,0
0.3772083018166039,0
0.3765975500098066,0
0.37218744531534886,0
0.35493161009572644,0
0.3627390888030445,0
0.3564411905396059,0
0.3651704001028676,0
0.37160948915279,0
0.37199529094198514,0
0.36709440369765,0
0.37755671252747547,0
0.3667806727111187,0
0.3594779679271056,0
0.3603810125752783,0
0.3584696000930947,0
0.35615776300391944,0
0.3634378442689963,0
0.36288301249065336,0
0.3620867471655462,0
0.3594352660081708,0
0.3547568106102744,0
0.36045241802601036,0
0.36473810257429046,0
0.36410641161756996,0
0.36006114088099106,0
0.35523006828425174,0
0.3735762518281145,0
0.3764558732221257,0
0.38225516335972815,0
0.35998056971963677,0
0.3717338738014113,0
0.3664495766782756,0
0.36026550098373633,0
0.3633055451777534,0
0.35531103794563346,0
0.35308708155460156,0
0.36481649652331727,0
0.3543853878889497,0
0.37033909772315426,0
0.3561523788212294,0
0.3593470355990799,0
0.3710631573784916,0
0.37840401605069307,0
0.3819387576492652,0
0.39983559081369735,0
0.41151584453354717,0
0.4091005845542675,0
0.3945560546080602,0
0.396645186338048,0
0.38349639843922445,0
0.3613884245459525,0
0.34564054268494837,0
0.3737615724459718,0
0.362354658308239,0
0.3852822457560749,0
0.36217408913760557,0
0.41190019022154106,0
0.4077704087687102,0
0.4085953476883105,0
0.41450189337733934,0
0.4086709920586912,0
0.39853009919107135,0
0.40158649799287377,0
0.39713674363515095,0
0.41073209090129714,0
0.42013681039075657,0
0.42370998606084875,0
0.4256761408638546,0
0.4073023213201346,0
0.41772918589238095,0
0.42051045446851537,0
0.4260128729955285,0
0.4038327521993277,0
0.4325382880205394,0
0.4161664082734242,0
0.4166106028929998,0
0.42068003011333766,0
0.396071635758498,0
0.4312039957709808,0
0.44342866417694216,0
0.41626818510746744,0
0.41421669210832934,0
0.41661296792348806,0
0.4095467746218734,0
0.4150881118245656,0
0.41888660134070443,0
0.41711161675753394,0
0.38505468098131146,0
0.37791707323491464,0
0.3960719660220757,0
0.39266975113471836,0
0.38281157349411743,0
0.4066855971065727,0
0.3835252985882536,0
0.3851308201172724,0
0.3837080959263327,0
0.38144373191022585,0
0.39575646429332745,0
0.38612320936010813,0
0.38529180947113295,0
0.3733305417581317,0
0.36745159589543264,0
0.36131648638640584,0
0.3589894547064335,0
0.374759805862244,0
0.3660428282308499,0
0.3604842696609567,0
0.3729734136460639,0
0.36671781351936866,0
0.3826984988578166,0
0.3756867277212427,0
0.3667415346550884,0
0.36665699304849775,0
0.30723650064576635,0
0.29149459119386856,0
0.24003605062831418,0
0.3454431960891904,0
0.35728496072722676,0
